x,y,z,time,tx_index
-1.8145075404946533,2.3371523746864438,4.0250744378724175,0.009472000412642956,1.0
0.2258621369729813,0.27795660051846904,4.986440834402536,0.009616999886929989,1.0
-0.6945003329001664,0.3788311776089836,4.93265593742492,0.009717999957501888,1.0
-0.674881679488258,0.1493909327965287,4.942050459914178,0.010393999516963959,1.0
-0.7677408864813698,-0.09406398365587404,4.939743034911528,0.011137000285089016,1.0
0.0879540459746937,0.033360350607754996,4.998033923903964,0.011521999724209309,1.0
0.8299361740457126,-1.4610627052903615,4.692452307578168,0.011849000118672848,1.0
0.15985278137041214,0.6428128694675734,4.948556353524427,0.012601999565958977,1.0
2.0163236872093173,-0.13812806146658763,4.5663826359022,0.012690000236034393,1.0
0.8076115994416334,-0.572143143527549,4.892913562058055,0.012741000391542912,1.0
-0.2994127191432774,-1.501834878550644,4.742005701823414,0.012814000248908997,1.0
-0.7344000110559217,0.9619483932497394,4.844120691045399,0.013326999731361866,1.0
-0.9131920802900456,0.1466196325438029,4.896564357917307,0.013499000109732151,1.0
-0.8146276759236206,-1.8693713801456673,4.561347099907925,0.01362599991261959,1.0
0.718573622799028,0.23735605588448772,4.941033165786746,0.013740000315010548,1.0
-0.11577623541267071,-0.10331755882820118,4.98126594749557,0.01374599989503622,1.0
1.704933451621447,0.8962801016155193,4.605582108272047,0.013756999745965004,1.0
0.3181454779311196,-0.9487047134277264,4.895626048062597,0.013760999776422977,1.0
-1.7238217544340904,0.7182159573847784,4.630833711990315,0.01414399966597557,1.0
-0.513793224652243,0.6862927784794689,4.92545122906523,0.014330999925732613,1.0
1.8171916342512493,2.412395781472482,-3.970008337782934,0.014620999805629253,0.0
-0.4180736122442172,1.0201431358475783,4.86943621870672,0.014685000292956829,1.0
-0.7968426590504436,-0.5860788041258062,4.89553251873918,0.015004999935626984,1.0
1.5614502638726928,-0.7596186236891276,4.679779065225535,0.015022999607026577,1.0
0.5650933962266913,1.0135137806353893,4.862309807067212,0.01575700007379055,1.0
1.1015850586485008,1.4737194737048875,4.641541942948128,0.015898000448942184,1.0
-1.3953228321189162,1.2880293453623874,4.624709885763847,0.01599700003862381,1.0
-0.40784332867137074,0.6808591730891114,4.931792785762409,0.016018999740481377,1.0
-0.5861753086246971,-0.1838627257592478,4.955847236935818,0.016249999403953552,1.0
-0.11851500300328799,1.9236422011914251,4.607335351718009,0.016294000670313835,1.0
2.568508315664964,0.5025811027430003,4.255211119188244,0.016499999910593033,1.0
